KEY,en-US,fr-FR,WorkaroundLocalization - NE PAS SUPPRIMER CE TEXTE
CODEX_BUILD_ROADS_INTRO,"As estradas são construídas <b>automaticamente</b> para proporcionar uma aparência orgânica e baseadas nas <color=#9aa7ff>regras de planejamento urbano</color> <sprite=24> realistas:
Cada edifício possui várias <b>entradas e saídas de estradas</b> que permitem conexões entre distritos, a estrada principal e outras. Além disso, cada distrito tem seus próprios caminhos, que estão conectados entre si ou com as estradas adjacentes.

É <b>impossível construir</b> edifícios sobre as estradas, e elas não podem <b>ser destruídas</b>.","Les routes sont construites <b>automatiquement</b> pour apporter un visuel organique et basé sur des <color=#9aa7ff>règles d'urbanisme</color> <sprite=24> réalistes :
Chaque bâtiment a plusieurs <b>entrées et sorties de routes</b> qui permettent des connexions entre les quartiers, la route principale et les autres. De plus, chaque quartier possède ses propres chemins, eux-mêmes connectés entre eux ou avec les routes adjacentes.

Il est <b>impossible de construire</b> des bâtiments sur les routes, et elles ne peuvent <b>pas être détruites</b>. ",
CODEX_BUILD_ROADS_TITLE,Estradas,Les routes,
CODEX_BUILD_SAFE_ZONE_00,"Aumentar o tamanho da zona de segurança pode ser feito aumentando o <b>nível do centro urbano</b> ou construindo certos edifícios específicos nos arredores desse limite, como as <b>Cabanas de agrimensores</b> e as <b>Maravilhas</b>.
Construir outro centro urbano também aumenta essa área.","Augmenter la taille de la zone de sûreté peut se faire en augmentant le <b>niveau du centre-ville</b> ou en construisant certains bâtiments spécifiques en périphérie de cette limite, comme les <b>Cabanes d’arpenteurs</b> et les <b>Merveilles</b>.
Construire un autre centre-ville permet également d'augmenter cette zone.",
CODEX_BUILD_SAFE_ZONE_INTRO,"Sua cidade está cercada por uma área externa da qual é <b>proibido construir</b>, com exceção de alguns edifícios.","Votre ville est entourée d’une zone en dehors de laquelle il est <b>interdit de construire</b>, exception faite de quelques bâtiments. ",
CODEX_BUILD_SAFE_ZONE_TITLE,Zona de segurança,La zone de sûreté,
CODEX_BUILDINGS_AMELIORATION_00,"Aqui está o processo:
<sprite=18> Procure pela melhoria na <color=#e4cd9b>Árvore de Edifícios</color> <sprite=26>
<sprite=18> Clique no edifício em sua cidade que você deseja melhorar
<sprite=18> Clique no <b>banner vertical de Melhoria</b> no <b>lado direito do painel de informações</b>
<sprite=18> Em seguida, clique no botão Melhorar

Observe que o <b>banner vertical é verde</b> se você tiver os pré-requisitos para a melhoria e <b>vermelho</b> se você não os atender.

<b>Centros urbanos</b> podem ser melhorados sem precisar procurar por níveis superiores.","Voici le procédé :
<sprite=18> Recherchez l’amélioration dans l’<color=#e4cd9b>Arbre des Bâtiments</color> <sprite=26>
<sprite=18> Cliquez sur le bâtiment de votre ville que vous souhaitez améliorer
<sprite=18> Cliquez sur le <b>bandeau vertical Amélioration</b> sur la <b>droite du panneau d’information</b>
<sprite=18> Cliquez ensuite sur le bouton Améliorer

Notez que le <b>bandeau vertical est vert</b> si vous avez les prérequis pour l’amélioration et <b>rouge</b> si vous ne les remplissez pas.

Les <b>centres-villes</b> peuvent être améliorés sans avoir à rechercher les niveaux supérieurs.",
CODEX_BUILDINGS_AMELIORATION_INTRO,Os <b>edifícios de produção e de proximidade</b> podem ser aprimorados em vários níveis para aumentar sua eficiência.,Les bâtiments de <b>production et de proximité</b> peuvent être améliorés sur plusieurs niveaux afin d’en augmenter l’efficacité.,
CODEX_BUILDINGS_AMELIORATION_TITLE,Melhorias,Les améliorations,
CODEX_BUILDINGS_EVOLUTION_00,"Para evoluir um <b>edifício cultural</b>, você deve ter construído um edifício em evolução em uma era anterior e pesquisado a evolução em sua era atual.
<sprite=18> Clique no edifício que você deseja evoluir
<sprite=18> Clique no <b>banner vertical de Evolução</b> no lado direito do painel de informações
<sprite=18> Clique no botão Evoluir se você atender aos pré-requisitos

Observe que o <b>banner vertical é verde</b> se você tiver os pré-requisitos para a melhoria e <b>vermelho</b> se você não os atender.","Pour faire évoluer un <b>bâtiment culturel</b>, il vous faut avoir construit un bâtiment évolutif dans un âge précédent et recherché l’évolution dans votre âge actuel. 
<sprite=18> Cliquez sur le bâtiment que vous voulez évoluer
<sprite=18> Cliquez sur le <b>bandeau vertical Évolution</b> sur la droite du panneau d’information
<sprite=18> Cliquez sur le bouton Évolution si vous possédez les prérequis

Notez que le <b>bandeau vertical est vert</b> si vous avez les prérequis pour l’amélioration et <b>rouge</b> si vous ne les remplissez pas.",
CODEX_BUILDINGS_EVOLUTION_01,"A evolução possível ou não dos edifícios culturais é visível a partir da <color=#e4cd9b>Árvore de Edifícios</color> <sprite=26>.",L’évolution possible ou non des bâtiments culturels est visible depuis l’<color=#e4cd9b>Arbre des Bâtiments</color> <sprite=26>.,
CODEX_BUILDINGS_EVOLUTION_INTRO,"Certos <b>edifícios culturais</b> de eras anteriores podem evoluir para edifícios da era atual e se beneficiar de várias vantagens: quando isso acontece, você tem <b>a escolha entre vários bônus sorteados aleatoriamente</b>.","Certains <b>bâtiments culturels</b> d’âges précédents peuvent évoluer en bâtiments d’âge actuel et profiter de nombreux avantages : lorsque cela se produit, vous avez <b>le choix parmi plusieurs bonus tirés aléatoirement</b>.",
CODEX_BUILDINGS_EVOLUTION_SUMMARY,"Alguns <b>edifícios culturais</b> podem evoluir, combinando vários edifícios simultaneamente. Essa ação oferece várias vantagens significativas em termos de cultura, atração e outros bônus à escolha do jogador.","Certains <b>bâtiments culturels</b> peuvent évoluer, mélangeant plusieurs bâtiments simultanément. Cette action offre plusieurs avantages non négligeables en termes de culture, d'attraction et d'autres bonus au choix du joueur.",
CODEX_BUILDINGS_EVOLUTION_TITLE,Evolução,L'évolution,
CODEX_BUILDINGS_SPECIALIZATION_00,"O edifício pode então ser especializado; prossiga da mesma forma que para a melhoria:
<sprite=18> Procure na <color=#e4cd9b>Árvore de Edifícios</color> <sprite=26>
<sprite=18> Clique no edifício em sua cidade que você deseja especializar
<sprite=18> Clique no <b>banner vertical de Melhoria</b> no <b>lado direito do painel de informações</b>

Observe que o <b>banner vertical é verde</b> se você tiver os pré-requisitos para a melhoria e <b>vermelho</b> se você não os atender.","Le bâtiment peut alors être transformé, procédez de la même façon que l’amélioration : 
<sprite=18> Recherchez dans l’<color=#e4cd9b>Arbre des Bâtiments</color> <sprite=26>
<sprite=18> Cliquez sur le bâtiment de votre ville que vous souhaitez améliorer
<sprite=18> Cliquez sur le <b>bandeau vertical Amélioration</b> sur la <b>droite du panneau d’information</b>

Notez que le <b>bandeau vertical est vert</b> si vous avez les prérequis pour l’amélioration et <b>rouge</b> si vous ne les remplissez pas.",
CODEX_BUILDINGS_SPECIALIZATION_01,"Quando um edifício tem várias especializações possíveis, você pode pesquisar <b>apenas uma para toda a sua partida</b>.","Lorsqu’un bâtiment possède plusieurs spécialisations possibles, vous ne pouvez en rechercher <b>qu’une seule pour l’ensemble de votre partie</b>.",
CODEX_BUILDINGS_SPECIALIZATION_INTRO,"Alguns edifícios aprimoráveis podem então ser <b>especializados</b> uma vez que o nível 4 de aprimoramento seja alcançado, permitindo-lhes obter <b>uma funcionalidade adicional</b> ou grande eficiência em um determinado aspecto.","Certains bâtiments améliorables peuvent être ensuite <b>spécialisés</b> une fois le niveau 4 d’amélioration atteint, leur permettant de gagner <b>une fonctionnalité supplémentaire</b> ou une grande efficacité dans un certain aspect.",
CODEX_BUILDINGS_SPECIALIZATION_TITLE,Especialização,La spécialisation,
CODEX_CATEGORY_AGE_TITLE,Mudança de era,Le changement d'âge,
CODEX_CATEGORY_AM_SP_EV_TITLE,"Melhoria, especialização e evolução","Amélioration, spécialisation et évolution",
CODEX_CATEGORY_AMELIORATION_TITLE,Modificações dos edifícios,Les modifications des bâtiments,
CODEX_CATEGORY_BUILD_TITLE,Construção de edifícios,La construction de bâtiments,
CODEX_CATEGORY_BUILDINGS_TYPE_TITLE,Tipos de edifícios,Les types de bâtiments,
CODEX_CATEGORY_CULTURES_TITLE,As seis culturas,Les six cultures,
CODEX_CATEGORY_DESTRUCTION_TITLE,Destruição de edifícios,La destruction des bâtiments,
CODEX_CATEGORY_DISTRICT_TITLE,Vida dos distritos,La vie des quartiers,
CODEX_CATEGORY_RESEARCH_TITLE,Pesquisa de edifícios,La recherche de bâtiments,
CODEX_CATEGORY_RESOURCES_TITLE,Recursos,Les ressources,
CODEX_CATEGORY_SCORE,Pontuação final,Score final,
CODEX_CATEGORY_TUTORIAL,Tutorial,Tutoriel,
CODEX_CULTURE_COMMERCIAL_00, "A cultura de <color=#ead93b>Comércio</color> <sprite=74> foca principalmente em rotas comerciais. Seu primeiro edifício de Serviço é o <color=#ead93b>Macellum</color> <sprite=23> durante a Antiguidade <sprite=30>.

A <color=#4ba38a>satisfação primária</color> <sprite=95> afetada pelos edifícios culturais de <color=#ead93b>Comércio</color> <sprite=74> é a <color=#4ba38a>saúde</color> <sprite=90>.","La culture <color=#ead93b>Commerce</color> <sprite=74> se concentre principalement sur les routes commerciales. Son premier bâtiment de Service est le <color=#ead93b>Macellum</color> <sprite=23> durant l’Antiquité <sprite=30>.

La <color=#4ba38a>satisfaction primaire</color> <sprite=95> concernée par les bâtiments culturels de <color=#ead93b>Commerce</color> <sprite=74> est la <color=#4ba38a>santé</color> <sprite=90>.",
CODEX_CULTURE_COMMERCIAL_INTRO,"O jogo inteiro é organizado em torno de culturas (<sprite=70>, <sprite=71>, <sprite=72>, <sprite=73>, <sprite=74>, <sprite=75>) que esquematizam as diferentes facetas da gestão de uma sociedade. Muitas mecânicas do jogo dependem delas, como política, <color=#4ba38a>satisfações</color> <sprite=95>, especialização dinástica, edifícios culturais, Maravilhas...","L’ensemble du jeu s’organise autour de cultures (<sprite=70>, <sprite=71>, <sprite=72>, <sprite=73>, <sprite=74>, <sprite=75>) qui schématisent les différentes facettes de la gestion d’une société. De nombreuses mécaniques de jeu dépendent d’elles, telles que la politique, les <color=#4ba38a>satisfactions</color> <sprite=95>, la spécialisation dynastique, les bâtiments culturels, les Merveilles...",
CODEX_CULTURE_COMMERCIAL_TITLE,Comércio,Commerce,
CODEX_CULTURE_EDUCATION_00,"A cultura <color=#03c2ec>Educação</color> <sprite=73> concentra-se principalmente em <color=#8ab7d6>projetos</color> <sprite=52>, <color=#03c2ec>conhecimento</color> <sprite=25> e arqueologia. Seu primeiro edifício de Serviço é a <color=#03c2ec>Biblioteca</color> <sprite=25> durante a Idade Média <sprite=31>.

A <color=#4ba38a>satisfação primária</color> <sprite=95> associada aos edifícios culturais de <color=#03c2ec>Educação</color> <sprite=73> é a <color=#4ba38a>criatividade</color> <sprite=93>.","La culture <color=#03c2ec>Éducation</color> <sprite=73> se concentre principalement sur les <color=#8ab7d6>plans</color> <sprite=52>, les <color=#03c2ec>savoir-faire</color> <sprite=25> et l’archéologie. Son premier bâtiment de Service est la <color=#03c2ec>Bibliothèque</color> <sprite=25> durant le Moyen Âge <sprite=31>.

La <color=#4ba38a>satisfaction primaire</color> <sprite=95> concernée par les bâtiments culturels d'<color=#03c2ec>Éducation</color> <sprite=73> est la <color=#4ba38a>créativité</color> <sprite=93>.",
CODEX_CULTURE_EDUCATION_INTRO,"O jogo inteiro é organizado em torno de culturas (<sprite=70>, <sprite=71>, <sprite=72>, <sprite=73>, <sprite=74>, <sprite=75>) que esquematizam as diferentes facetas da gestão de uma sociedade. Muitas mecânicas do jogo dependem delas, como política, <color=#4ba38a>satisfações</color> <sprite=95>, especialização dinástica, edifícios culturais, Maravilhas...","L’ensemble du jeu s’organise autour de cultures (<sprite=70>, <sprite=71>, <sprite=72>, <sprite=73>, <sprite=74>, <sprite=75>) qui schématisent les différentes facettes de la gestion d’une société. De nombreuses mécaniques de jeu dépendent d’elles, telles que la politique, les <color=#4ba38a>satisfactions</color> <sprite=95>, la spécialisation dynastique, les bâtiments culturels, les Merveilles...",
CODEX_CATEGORY_POPULATION_TITLE,A população,La population,
CODEX_CULTURE_EDUCATION_TITLE,Educação,Éducation,
CODEX_CULTURE_MILITARY_00,"A cultura <color=#e6625d>Militar</color> <sprite=71> se concentra principalmente em muralhas <sprite=85>, segurança, zonas de atrito e prevenção de incidentes (<sprite=44>, <sprite=45>, <sprite=48>, <sprite=49>). Seu primeiro edifício de Serviço é o <color=#e6625d>Campanário</color> <sprite=27> durante a Idade Média <sprite=31>.
<color=#B7644C><b>O Campanário não estará disponível no início do Acesso Antecipado.</b></color>

A <color=#4ba38a>satisfação primária</color> <sprite=95> associada aos edifícios culturais <color=#e6625d>Militar</color> <sprite=71> é a <color=#4ba38a>segurança</color> <sprite=91>.","La culture <color=#e6625d>Militaire</color> <sprite=71> se concentre principalement sur les remparts <sprite=85>, les zones de sécurité et d’attrition et la prévention d’incidents (<sprite=44>, <sprite=45>, <sprite=48>, <sprite=49>). Son premier bâtiment de Service est le <color=#e6625d>Beffroi</color> <sprite=27> durant le Moyen Âge <sprite=31>.
<color=#B7644C><b>Le Beffroi ne sera pas disponible au début de l'Early Access.</b></color>

La <color=#4ba38a>satisfaction primaire</color> <sprite=95> concernée par les bâtiments culturels <color=#e6625d>Militaires</color> <sprite=71> est la <color=#4ba38a>sécurité</color> <sprite=91>.",
